ranker,year_id,game_date,game_num,age,team,game_location,opp,game_result,gs,pass_cmp,pass_att,pass_cmp_perc,pass_yds,pass_td,pass_int,pass_rating,pass_sacked,pass_sacked_yds,pass_yds_per_att,pass_adj_yds_per_att,xpm,xpa,xp_perc,fgm,fga,fg_perc,all_td,scoring,sacks,tackles_solo,tackles_assists,punt,punt_yds,punt_yds_per_punt,punt_blocked
1,2003,2003-09-07,1,24.131,SEA,,NOR,W 27-10,,0,0,,0,0,0,,,,,,3,3,100.0,2,2,100.0,0,9,0.0,,,0,0,,0
2,2003,2003-09-14,2,24.138,SEA,@,ARI,W 38-0,,0,0,,0,0,0,,,,,,5,5,100.0,1,1,100.0,0,8,0.0,,,0,0,,0
3,2003,2003-09-21,3,24.145,SEA,,STL,W 24-23,,0,0,,0,0,0,,,,,,3,3,100.0,1,2,50.0,0,6,0.0,,,0,0,,0
4,2003,2003-10-05,4,24.159,SEA,@,GNB,L 13-35,,0,0,,0,0,0,,,,,,1,1,100.0,2,2,100.0,0,7,0.0,,,0,0,,0
5,2003,2003-10-12,5,24.166,SEA,,SFO,W 20-19,,0,0,,0,0,0,,,,,,2,2,100.0,2,2,100.0,0,8,0.0,,,0,0,,0
6,2003,2003-10-19,6,24.173,SEA,,CHI,W 24-17,,0,0,,0,0,0,,,,,,3,3,100.0,1,2,50.0,0,6,0.0,,,0,0,,0
7,2003,2003-10-26,7,24.180,SEA,@,CIN,L 24-27,,0,0,,0,0,0,,,,,,3,3,100.0,1,2,50.0,0,6,0.0,,,0,0,,0
8,2003,2003-11-02,8,24.187,SEA,,PIT,W 23-16,,0,0,,0,0,0,,,,,,2,2,100.0,3,3,100.0,0,11,0.0,,,0,0,,0
9,2003,2003-11-09,9,24.194,SEA,@,WAS,L 20-27,,0,0,,0,0,0,,,,,,2,2,100.0,2,3,66.7,0,8,0.0,,,0,0,,0
10,2003,2003-11-16,10,24.201,SEA,,DET,W 35-14,,0,0,,0,0,,,,,,,5,5,100.0,,,,0,5,,,,,,,
11,2003,2003-11-23,11,24.208,SEA,@,BAL,L 41-44,,0,0,,0,0,0,,,,,,5,5,100.0,2,2,100.0,0,11,0.0,,,0,0,,0
12,2003,2003-11-30,12,24.215,SEA,,CLE,W 34-7,,0,0,,0,0,0,,,,,,4,4,100.0,2,3,66.7,0,10,0.0,,,0,0,,0
13,2003,2003-12-07,13,24.222,SEA,@,MIN,L 7-34,,0,0,,0,0,0,,,,,,1,1,100.0,,2,0.0,0,1,0.0,,,0,0,,0
14,2003,2003-12-14,14,24.229,SEA,@,STL,L 22-27,,0,0,,0,0,0,,,,,,2,2,100.0,2,2,100.0,0,8,0.0,,,0,0,,0
15,2003,2003-12-21,15,24.236,SEA,,ARI,W 28-10,,0,0,,0,0,,,,,,,4,4,100.0,,,,0,4,,,,,,,
16,2003,2003-12-27,16,24.242,SEA,@,SFO,W 24-17,,0,0,,0,0,0,,,,,,3,3,100.0,1,2,50.0,0,6,0.0,,,0,0,,0
17,2004,2004-09-12,1,25.136,SEA,@,NOR,W 21-7,,0,0,,0,0,,,,,,,3,3,100.0,,,,0,3,,,,,,,
18,2004,2004-09-19,2,25.143,SEA,@,TAM,W 10-6,,0,0,,0,0,0,,,,,,1,1,100.0,1,1,100.0,0,4,0.0,,,0,0,,0
19,2004,2004-09-26,3,25.150,SEA,,SFO,W 34-0,,0,0,,0,0,0,,,,,,4,4,100.0,2,2,100.0,0,10,0.0,,,0,0,,0
20,2004,2004-10-10,4,25.164,SEA,,STL,L 27-33,,0,0,,0,0,0,,,,,,3,3,100.0,2,3,66.7,0,9,0.0,,,1,35,35.00,0
21,2004,2004-10-17,5,25.171,SEA,@,NWE,L 20-30,,0,0,,0,0,0,,,,,,,,,4,4,100.0,0,12,0.0,,,0,0,,0
22,2004,2004-10-24,6,25.178,SEA,@,ARI,L 17-25,,0,0,,0,0,0,,,,,,2,2,100.0,1,1,100.0,0,5,0.0,,,0,0,,0
23,2004,2004-10-31,7,25.185,SEA,,CAR,W 23-17,,0,0,,0,0,0,,,,,,2,2,100.0,3,3,100.0,0,11,0.0,,,0,0,,0
24,2004,2004-11-07,8,25.192,SEA,@,SFO,W 42-27,,0,0,,0,0,,,,,,,6,6,100.0,,,,0,6,,,,,,,
25,2004,2004-11-14,9,25.199,SEA,@,STL,L 12-23,,0,0,,0,0,0,,,,,,,,,4,4,100.0,0,12,0.0,,,0,0,,0
26,2004,2004-11-21,10,25.206,SEA,,MIA,W 24-17,,0,0,,0,0,0,,,,,,3,3,100.0,1,1,100.0,0,6,0.0,,,0,0,,0
27,2004,2004-11-28,11,25.213,SEA,,BUF,L 9-38,,0,0,,0,0,0,,,,,,,,,1,1,100.0,0,3,0.0,,,0,0,,0
28,2004,2004-12-06,12,25.221,SEA,,DAL,L 39-43,,0,0,,0,0,0,,,,,,4,4,100.0,1,1,100.0,0,7,0.0,,,0,0,,0
29,2004,2004-12-12,13,25.227,SEA,@,MIN,W 27-23,,0,0,,0,0,0,,,,,,3,3,100.0,2,3,66.7,0,9,0.0,,,0,0,,0
30,2004,2004-12-19,14,25.234,SEA,@,NYJ,L 14-37,,0,0,,0,0,,,,,,,2,2,100.0,,,,0,2,,,,,,,
31,2004,2004-12-26,15,25.241,SEA,,ARI,W 24-21,,0,0,,0,0,0,,,,,,3,3,100.0,1,1,100.0,0,6,0.0,,,0,0,,0
32,2004,2005-01-02,16,25.248,SEA,,ATL,W 28-26,,0,0,,0,0,,,,,,,4,4,100.0,,,,0,4,,,,,,,
33,2005,2005-09-11,1,26.135,SEA,@,JAX,L 14-26,,0,0,,0,0,,,,,,,2,2,100.0,,,,0,2,,,,,,,
34,2005,2005-09-18,2,26.142,SEA,,ATL,W 21-18,,0,0,,0,0,0,,,,,,3,3,100.0,,,,0,3,0.0,,,1,20,20.00,0
35,2005,2005-09-25,3,26.149,SEA,,ARI,W 37-12,,0,0,,0,0,0,,,,,,4,4,100.0,3,3,100.0,0,13,0.0,,,0,0,,0
36,2005,2005-10-02,4,26.156,SEA,@,WAS,L 17-20,,0,0,,0,0,0,,,,,,2,2,100.0,1,3,33.3,0,5,0.0,,,0,0,,0
37,2005,2005-10-09,5,26.163,SEA,@,STL,W 37-31,,0,0,,0,0,0,,,,,,4,4,100.0,3,3,100.0,0,13,0.0,,,0,0,,0
38,2005,2005-10-16,6,26.170,SEA,,HOU,W 42-10,,0,0,,0,0,,,,,,,6,6,100.0,,,,0,6,,,,,,,
39,2005,2005-10-23,7,26.177,SEA,,DAL,W 13-10,,0,0,,0,0,0,,,,,,1,1,100.0,2,2,100.0,0,7,0.0,,,0,0,,0
40,2005,2005-11-06,8,26.191,SEA,@,ARI,W 33-19,,0,0,,0,0,0,,,,,,3,4,75.0,2,2,100.0,0,9,0.0,,,0,0,,0
41,2005,2005-11-13,9,26.198,SEA,,STL,W 31-16,,0,0,,0,0,0,,,,,,4,4,100.0,1,1,100.0,0,7,0.0,,,0,0,,0
42,2005,2005-11-20,10,26.205,SEA,@,SFO,W 27-25,,0,0,,0,0,0,,,,,,3,3,100.0,2,3,66.7,0,9,0.0,,,0,0,,0
43,2005,2005-11-27,11,26.212,SEA,,NYG,W 24-21,,0,0,,0,0,0,,,,,,3,3,100.0,1,1,100.0,0,6,0.0,,,0,0,,0
44,2005,2005-12-05,12,26.220,SEA,@,PHI,W 42-0,,0,0,,0,0,0,,,,,,6,6,100.0,,1,0.0,0,6,0.0,,,0,0,,0
45,2005,2005-12-11,13,26.226,SEA,,SFO,W 41-3,,0,0,,0,0,0,,,,,,5,5,100.0,2,3,66.7,0,11,0.0,,,0,0,,0
46,2005,2005-12-18,14,26.233,SEA,@,TEN,W 28-24,,0,0,,0,0,0,,,,,,4,4,100.0,,1,0.0,0,4,0.0,,,0,0,,0
47,2005,2005-12-24,15,26.239,SEA,,IND,W 28-13,,0,0,,0,0,0,,,,,,4,4,100.0,,1,0.0,0,4,0.0,,,0,0,,0
48,2005,2006-01-01,16,26.247,SEA,@,GNB,L 17-23,,0,0,,0,0,0,,,,,,2,2,100.0,1,1,100.0,0,5,0.0,,,0,0,,0
49,2006,2006-09-10,1,27.134,SEA,@,DET,W 9-6,,0,0,,0,0,0,,,,,,,,,3,5,60.0,0,9,0.0,,,0,0,,0
50,2006,2006-09-17,2,27.141,SEA,,ARI,W 21-10,,0,0,,0,0,0,,,,,,3,3,100.0,,1,0.0,0,3,0.0,,,0,0,,0
51,2006,2006-09-24,3,27.148,SEA,,NYG,W 42-30,,0,0,,0,0,,,,,,,6,6,100.0,,,,0,6,,,,,,,
52,2006,2006-10-01,4,27.155,SEA,@,CHI,L 6-37,,0,0,,0,0,0,,,,,,,,,2,2,100.0,0,6,0.0,,,0,0,,0
53,2006,2006-10-15,5,27.169,SEA,@,STL,W 30-28,,0,0,,0,0,0,,,,,,3,3,100.0,3,4,75.0,0,12,0.0,,,0,0,,0
54,2006,2006-10-22,6,27.176,SEA,,MIN,L 13-31,,0,0,,0,0,0,,,,,,1,1,100.0,2,2,100.0,0,7,0.0,,,0,0,,0
55,2006,2006-10-29,7,27.183,SEA,@,KAN,L 28-35,,0,0,,0,0,,,,,,,4,4,100.0,,,,0,4,,,,,,,
56,2006,2006-11-06,8,27.191,SEA,,OAK,W 16-0,,0,0,,0,0,0,,,,,,1,1,100.0,3,3,100.0,0,10,0.0,,,0,0,,0
57,2006,2006-11-12,9,27.197,SEA,,STL,W 24-22,,0,0,,0,0,0,,,,,,3,3,100.0,1,1,100.0,0,6,0.0,,,0,0,,0
58,2006,2006-11-19,10,27.204,SEA,@,SFO,L 14-20,,0,0,,0,0,,,,,,,2,2,100.0,,,,0,2,,,,,,,
59,2006,2006-11-27,11,27.212,SEA,,GNB,W 34-24,,0,0,,0,0,0,,,,,,2,2,100.0,4,4,100.0,0,14,0.0,,,0,0,,0
60,2006,2006-12-03,12,27.218,SEA,@,DEN,W 23-20,,0,0,,0,0,0,,,,,,2,2,100.0,3,5,60.0,0,11,0.0,,,1,21,21.00,0
61,2006,2006-12-10,13,27.225,SEA,@,ARI,L 21-27,,0,0,,0,0,,,,,,,3,3,100.0,,,,0,3,,,,,,,
62,2006,2006-12-14,14,27.229,SEA,,SFO,L 14-24,,0,0,,0,0,,,,,,,2,2,100.0,,,,0,2,,,,,,,
63,2006,2006-12-24,15,27.239,SEA,,SDG,L 17-20,,0,0,,0,0,0,,,,,,2,2,100.0,1,1,100.0,0,5,0.0,,,0,0,,0
64,2006,2006-12-31,16,27.246,SEA,@,TAM,W 23-7,,0,0,,0,0,0,,,,,,2,2,100.0,3,3,100.0,0,11,0.0,,,1,28,28.00,0
65,2007,2007-09-09,1,28.133,SEA,,TAM,W 20-6,,0,0,,0,0,0,,,,,,2,2,100.0,2,2,100.0,0,8,0.0,,,0,0,,0
66,2007,2007-09-16,2,28.140,SEA,@,ARI,L 20-23,,0,0,,0,0,0,,,,,,2,2,100.0,2,2,100.0,0,8,0.0,,,0,0,,0
67,2007,2007-09-23,3,28.147,SEA,,CIN,W 24-21,,0,0,,0,0,0,,,,,,3,3,100.0,1,1,100.0,0,6,0.0,,,0,0,,0
68,2007,2007-09-30,4,28.154,SEA,@,SFO,W 23-3,,0,0,,0,0,0,,,,,,2,2,100.0,3,3,100.0,0,11,0.0,,,0,0,,0
69,2007,2007-10-07,5,28.161,SEA,@,PIT,L 0-21,,,,,,,,,,,,,,,,,,,,,,,,,,,
70,2007,2007-10-14,6,28.168,SEA,,NOR,L 17-28,,0,0,,0,0,0,,,,,,2,2,100.0,1,2,50.0,0,5,0.0,,,0,0,,0
71,2007,2007-10-21,7,28.175,SEA,,STL,W 33-6,,0,0,,0,0,0,,,,,,3,3,100.0,4,4,100.0,0,15,0.0,,,0,0,,0
72,2007,2007-11-04,8,28.189,SEA,@,CLE,L 30-33,,0,0,,0,0,0,,,,,,3,3,100.0,3,3,100.0,0,12,0.0,,,0,0,,0
73,2007,2007-11-12,9,28.197,SEA,,SFO,W 24-0,,0,0,,0,0,0,,,,,,3,3,100.0,1,2,50.0,0,6,0.0,,,0,0,,0
74,2007,2007-11-18,10,28.203,SEA,,CHI,W 30-23,,0,0,,0,0,0,,,,,,3,3,100.0,3,4,75.0,0,12,0.0,,,0,0,,0
75,2007,2007-11-25,11,28.210,SEA,@,STL,W 24-19,,0,0,,0,0,0,,,,,,3,3,100.0,1,3,33.3,0,6,0.0,,,0,0,,0
76,2007,2007-12-02,12,28.217,SEA,@,PHI,W 28-24,,0,0,,0,0,0,,,,,,4,4,100.0,,1,0.0,0,4,0.0,,,0,0,,0
77,2007,2007-12-09,13,28.224,SEA,,ARI,W 42-21,,0,0,,0,0,0,,,,,,4,4,100.0,2,2,100.0,0,10,0.0,,,0,0,,0
78,2007,2007-12-16,14,28.231,SEA,@,CAR,L 10-13,,0,0,,0,0,0,,,,,,1,1,100.0,1,1,100.0,0,4,0.0,,,0,0,,0
79,2007,2007-12-23,15,28.238,SEA,,BAL,W 27-6,,0,0,,0,0,0,,,,,,3,3,100.0,2,2,100.0,0,9,0.0,,,0,0,,0
80,2007,2007-12-30,16,28.245,SEA,@,ATL,L 41-44,,0,0,,0,0,0,,,,,,5,5,100.0,2,2,100.0,0,11,0.0,,,0,0,,0
81,2008,2008-09-07,1,29.131,STL,@,PHI,L 3-38,,0,0,,0,0,0,,,,,,,,,1,1,100.0,0,3,0.0,0,0,0,0,,0
82,2008,2008-09-14,2,29.138,STL,,NYG,L 13-41,,0,0,,0,0,0,,,,,,1,1,100.0,2,2,100.0,0,7,0.0,0,0,0,0,,0
83,2008,2008-09-21,3,29.145,STL,@,SEA,L 13-37,,0,0,,0,0,0,,,,,,1,1,100.0,2,2,100.0,0,7,0.0,0,0,0,0,,0
84,2008,2008-09-28,4,29.152,STL,,BUF,L 14-31,,0,0,,0,0,0,,,,,,2,2,100.0,,1,0.0,0,2,0.0,0,0,0,0,,0
85,2008,2008-10-12,5,29.166,STL,@,WAS,W 19-17,,0,0,,0,0,0,,,,,,1,1,100.0,4,4,100.0,0,13,0.0,0,0,0,0,,0
86,2008,2008-10-19,6,29.173,STL,,DAL,W 34-14,,0,0,,0,0,0,,,,,,4,4,100.0,2,3,66.7,0,10,0.0,0,0,1,20,20.00,0
87,2008,2008-10-26,7,29.180,STL,@,NWE,L 16-23,,0,0,,0,0,0,,,,,,1,1,100.0,3,3,100.0,0,10,0.0,0,0,0,0,,0
88,2008,2008-11-02,8,29.187,STL,,ARI,L 13-34,,0,0,,0,0,0,,,,,,1,1,100.0,,,,0,1,0.0,0,0,0,0,,0
89,2008,2008-11-09,9,29.194,STL,@,NYJ,L 3-47,,0,0,,0,0,0,,,,,,,,,1,1,100.0,0,3,0.0,0,0,0,0,,0
90,2008,2008-11-16,10,29.201,STL,@,SFO,L 16-35,,0,0,,0,0,0,,,,,,1,1,100.0,3,4,75.0,0,10,0.0,0,0,0,0,,0
91,2008,2008-11-23,11,29.208,STL,,CHI,L 3-27,,0,0,,0,0,0,,,,,,,,,1,2,50.0,0,3,0.0,0,0,0,0,,0
92,2008,2008-11-30,12,29.215,STL,,MIA,L 12-16,,0,0,,0,0,0,,,,,,,,,4,4,100.0,0,12,0.0,0,0,0,0,,0
93,2008,2008-12-07,13,29.222,STL,@,ARI,L 10-34,,0,0,,0,0,0,,,,,,1,1,100.0,1,2,50.0,0,4,0.0,0,0,0,0,,0
94,2008,2008-12-14,14,29.229,STL,,SEA,L 20-23,,0,0,,0,0,0,,,,,,2,2,100.0,2,2,100.0,0,8,0.0,0,0,0,0,,0
95,2008,2008-12-21,15,29.236,STL,,SFO,L 16-17,,0,0,,0,0,0,,,,,,1,1,100.0,3,3,100.0,0,10,0.0,0,0,0,0,,0
96,2008,2008-12-28,16,29.243,STL,@,ATL,L 27-31,,0,0,,0,0,0,,,,,,3,3,100.0,2,2,100.0,0,9,0.0,0,0,0,0,,0
97,2009,2009-09-13,1,30.137,STL,@,SEA,L 0-28,,0,0,,0,0,0,,0,,,,,,,,1,0.0,0,0,0.0,0,0,0,0,,0
98,2009,2009-09-20,2,30.144,STL,@,WAS,L 7-9,,0,0,,0,0,0,,0,,,,1,1,100.0,,,,0,1,0.0,0,0,0,0,,0
99,2009,2009-09-27,3,30.151,STL,,GNB,L 17-36,,0,0,,0,0,0,,0,,,,2,2,100.0,1,2,50.0,0,5,0.0,1,0,0,0,,0
100,2009,2009-10-04,4,30.158,STL,@,SFO,L 0-35,,0,0,,0,0,0,,0,,,,,,,,1,0.0,0,0,0.0,0,0,0,0,,0
101,2009,2009-10-11,5,30.165,STL,,MIN,L 10-38,,0,0,,0,0,0,,0,,,,1,1,100.0,1,1,100.0,0,4,0.0,0,0,0,0,,0
